molindx,Name,SMILES,MolarMass,CASNumber,ExperimentalSolubilityInWater,Temperature,ExperimentReference,Datagroup,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,StandardInChIKey,CalLogP,CalMR,TPSA,LabuteASA,BalabanJIndex,BertzCTIndex,Isomer,Aromatic,Cyclic,ChargeNeutral,MadeOfKeyElements
2508,oxycarboxin,CC1=C(S(=O)(=O)CCO1)C(=O)NC2=CC=CC=C2,267.299,005259-88-1,999.9938613,298.15,OChem,G4,75.1028,7.648129481,168.237,287.409,44.0431471,-26.99620301,-17.04694409,-6.523609334,-1.10456406,5.419045274,AMEKQAFGQBKLKX-UHFFFAOYSA-N,1.3016,67.5105,72.47,105.3759495,2.285434266,589.7632424,1,True,True,True,True
2509,HALOXYFOP-METHYL,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,375.7312,069806-40-2,9.299878176,298.15,OChem,G4,53.7644,1.815782519,227.897,383.619,12.87612495,-11.05180426,-1.824320691,-6.523456951,-1.179884399,5.343572551,MFSWTRQUCLNFOM-UHFFFAOYSA-N,4.4864,82.871,57.65,145.8348861,2.075279687,750.0353144,2,True,True,True,True
2510,2.4-Dichloro-6-propylphenol,CCCC1=CC(=CC(=C1O)Cl)Cl,205.078,091399-12-1,100.0,298.15,Blackman. G.E.; Park. M.H.; Garton. G.. Arch. Biochem. Biophys. 1955. 54(1). 55-71.,G3,21.25472,2.144210724,138.904,229.788,9.293036007,-4.417696895,-4.875339112,-6.522719522,-0.496475803,6.026243719,FUKPHBJLEDJLQG-UHFFFAOYSA-N,3.6515,52.1218,20.23,81.92699567,3.091176784,284.1021788,1,True,True,True,True
2511,4-ACETOXYBIPHENYL;  4-BIPHENYLYL  ACETATE,CC(=O)OC1=CC=C(C=C1)C2=CC=CC=C2,212.2476,000148-86-7,8.449729149,298.15,OChem,G4,42.76048,2.229838648,156.226,263.523,26.62382317,-28.77598244,2.152159276,-6.522539926,-0.885472017,5.637067909,MISFQCBPASYYGV-UHFFFAOYSA-N,3.2789,63.187,26.3,94.49344888,2.228677126,471.8483451,1,True,True,True,True
2513,ETHYL 4-CHLOROPHENOXYACETATE,CCOC(=O)COC1=CC=C(C=C1)Cl,214.6481,014426-42-7,814.9426526,298.15,OChem,G4,37.99072,1.993232306,141.716,239.192,-17.31674793,5.120500563,12.19624737,-6.520939896,-0.446615266,6.07432463,QULRDJFRGVHKLN-UHFFFAOYSA-N,2.2819,53.58,35.53,87.58305036,2.379180759,294.7403499,1,True,True,True,True
2514,ACETAMIDE. N-[6.9-DIHYDRO-9-[(2-HYDROXYETHOXY)ME,CC(=O)NC1=NC(=O)C2=C(N1)N(C=N2)COCCO,267.2438,110104-37-5,3196.006386,298.15,OChem,G4,128.19776,15.38568853,164.989,284.112,50.72935438,14.44402942,-65.17338381,-6.519881373,-0.991770903,5.52811047,DJMINGJGFGSDDB-UHFFFAOYSA-N,-0.9556,65.4902,122.13,106.7965394,2.355963551,646.8976973,1,True,True,True,True
2515,ethyl 5-oxo-1-phenyl-4H-pyrazole-3-carboxylate,CCOC(=O)C1=NN(C(=O)C1)C2=CC=CC=C2,232.2384,000089-33-8,129.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/6994//?documentUUID=9f884f6b-563a-48de-967f-56bf0d70e5ec,G5,47.73944,3.403167716,174.609,293.846,10.68718958,-4.313540455,-6.373649124,-6.519688172,-1.941257466,4.578430705,WBFXQKNQVZMOSQ-UHFFFAOYSA-N,1.3424,62.613,58.97,98.67710626,2.203521435,467.8989022,1,True,True,True,True
2516,PHOSPHONIC ACID. [[4-(2-BENZOTHIAZOLYL)PHENYL]ME,CCOP(=O)(CC1=CC=C(C=C1)C2=NC3=CC=CC=C3S2)OCC,361.4,075889-62-2,36.0,295.15,BEILSTEIN,G2,74.22416,4.827347648,237.719,401.728,53.92293094,-47.93255473,-5.990376212,-6.519524903,-1.74488531,4.774639593,FVYRUSCZCWSFLT-UHFFFAOYSA-N,5.7294,99.6185,48.42,145.5449146,1.806958879,817.0861936,1,True,True,True,True
2517,2-ETHYLTHIOPHENE,CCC1=CC=CS1,112.19,000872-55-9,292.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,14.81136,1.017135718,93.12,154.717,7.9266129,-8.438458735,0.511845835,-6.519380683,-0.173533356,6.345847326,JCCCMAAJYSNBPR-UHFFFAOYSA-N,2.3105,33.697,0.0,47.80165062,2.762608341,118.7359598,1,True,True,True,True
2518,methyl 3-aminopyrazine-2-carboxylate,COC(=O)C1=NC=CN=C1N,153.1402,016298-03-6,3490.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/22882//?documentUUID=8a248ef6-09a6-43f1-b2b6-0c6475798b59,G5,39.1204,0.68613442,110.693,187.218,9.993598177,-0.598191905,-9.395406271,-6.518618764,-1.822248953,4.696369811,INCSQLZZXBPATR-UHFFFAOYSA-N,-0.1546,37.7839,78.1,63.21554134,3.032662156,274.2848351,1,True,True,True,True
2519,1-Acetylamino-3-isothiocyanatobenzene,CC(=O)NC1=CC(=CC=C1)N=C=S,192.235,003137-83-5,56.73257057,298.15,OChem,G4,50.87744,10.53811729,153.449,246.696,12.63600314,-3.872520875,-8.763482269,-6.51810991,-1.253279532,5.264830379,HLWVGQKSSIHUAX-UHFFFAOYSA-N,2.3793,55.4317,41.46,81.49171648,2.907432169,369.6323805,1,True,True,True,True
2520,6-Methylsalicylic acid; 2-Hydroxy-6-methylbenzoic acid,CC1=C(C(=CC=C1)O)C(=O)O,152.1494,000567-61-3,1387.61902,298.15,OChem,G4,32.55152,3.65885417,107.776,183.995,16.90214224,-9.080311626,-7.821830609,-6.5176065,-1.35942957,5.158176929,HCJMNOSIAGSZBM-UHFFFAOYSA-N,1.39882,39.8031,57.53,63.91127695,3.318913173,271.1386867,1,True,True,True,True
2521,2-bromo-N-[2-(2.3-dichlorophenyl)-1.3-benzoxazol-5-yl]benzamide,C1=CC=C(C(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=C(C(=CC=C4)Cl)Cl)Br,462.1291,005718-26-3,0.44,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/23667//?documentUUID=b8af37d7-dd5e-4716-9b12-7f2493f340d5,G5,63.68048,4.455642692,261.848,416.657,-56.60234829,55.81019477,0.792153518,-6.517367039,-1.911041112,4.606325928,UYYILPXIPBDVHY-UHFFFAOYSA-N,6.8164,111.5602,55.13,172.7916398,1.661078128,1173.830536,1,True,True,True,True
2523,Maleic hydrazide,C1=CC(=O)NNC1=O,112.0878,000123-33-1,6005.626859,298.15,OChem,G4,75.89776,2.514305554,83.246,141.175,-34.83312134,30.49650934,4.336612004,-6.517176559,-1.714171531,4.803005029,BGRDGMRNKXEXQD-UHFFFAOYSA-N,-0.9368,27.6834,65.72,44.16219685,3.436467026,219.3619538,1,True,True,True,True
2525,1-NAPTHOIC ACID,C1=CC=C2C(=C1)C=CC=C2C(=O)O,172.18,000086-55-5,86.0,298.15,CHEMICALS INSPECTION AND TESTING INSTITU (1992),G2,37.15392,2.666610606,122.388,204.725,18.24258548,0.267012722,-18.5095982,-6.514501679,-1.738380697,4.776120982,LNETULKMXZVUST-UHFFFAOYSA-N,2.538,50.9073,37.3,75.43376562,2.830975658,455.1018617,1,True,True,True,True
2527,ALIZARINE,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,240.22,000072-48-0,400.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,37.99072,2.833563806,155.856,258.247,27.30348283,-16.2603953,-11.04308753,-6.514311199,-2.94451294,3.569798259,RGCKGOZRHPZPFP-UHFFFAOYSA-N,1.8732,63.0786,74.6,102.1240621,2.376755012,700.935334,1,True,True,True,True
2530,adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,267.244,000058-61-7,8846.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,86.73432,3.813203371,155.648,273.457,51.36400291,-28.20199352,-23.16200939,-6.51333431,-0.706041134,5.807293175,OIRDTQYFTABQOQ-KQYNXXCUSA-N,-1.98,62.7448,139.54,106.8461601,2.035435146,602.6175788,16,True,True,True,True
2531,Pefurazoate,CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N2C=CN=C2,345.3974,101903-30-4,443.0156456,298.15,OChem,G4,80.45832,8.295292733,219.312,383.526,48.44051345,-36.75942113,-11.68109232,-6.513086686,-0.549359254,5.963727432,WBTYBAGIHOISOQ-UHFFFAOYSA-N,3.2344,91.741,77.57,146.4427898,2.140429452,664.5722453,2,True,True,True,True
2533,methyl 2-[[3-(4-tert-butylphenyl)-2-methylpropylidene]amino]benzoate,CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC,337.4608,000091-51-0,0.96,297.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/24758/4/9/?documentUUID=7241210b-fd2e-4f5a-bfe9-242d209e06eb,G5,51.17032,4.880887596,226.698,397.868,-28.10061012,22.8723305,5.228279617,-6.511679857,-1.313660812,5.198019045,RBAUBIIMPLZNGC-UHFFFAOYSA-N,5.3518,103.9435,38.66,150.3083083,2.064892205,739.367691,4,True,True,True,True
2534,1H-Purin-2-amine. 6-(trifluoromethyl)-,C1=NC2=C(NC(=NC2=N1)N)C(F)(F)F,203.1263,002993-20-6,148.9931005,293.15,OChem,G4,100.49968,11.66113974,124.537,209.65,30.53450675,-26.33364172,-4.200865032,-6.511603665,-1.884161963,4.627441702,BPGSASFKCZQNNZ-UHFFFAOYSA-N,0.9055,40.2141,80.48,75.53706559,2.713173406,433.8173603,1,True,True,True,True
2535,2-METHYL-6-CHLOROPHENOL,CC1=C(C(=CC=C1)Cl)O,142.582,000087-64-9,25000.0,298.15,Blackman. G.E.; Park. M.H.; Garton. G.. Arch. Biochem. Biophys. 1955. 54(1). 55-71.,G3,21.58944,0.915110422,106.949,176.649,8.105745895,0.312129416,-8.417875312,-6.511478492,-0.189661363,6.321817129,YPNZJHFXFVLXSE-UHFFFAOYSA-N,2.35402,37.8538,20.23,58.89384521,3.247834734,199.9061776,1,True,True,True,True
2536,3-METHYLSALICYLIC ACID,CC1=C(C(=CC=C1)C(=O)O)O,152.15,000083-40-9,11600.0,373.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,32.34232,2.425358634,110.151,188.347,17.48354182,-7.816623374,-9.666918447,-6.511293455,-1.318285661,5.193007793,WHSXTWFYRGOBGO-UHFFFAOYSA-N,1.39882,39.8031,57.53,63.91127695,3.273580822,291.3886867,1,True,True,True,True
2538,allopurinol,C1=C2C(=NC=NC2=O)NN1,136.1128,000315-30-0,568.7206113,298.15,OChem,G4,133.34408,15.59831117,92.985,155.645,24.31082362,-18.36491409,-5.945909523,-6.51042269,-1.278920562,5.231502128,OFCNXPDARWKPPY-UHFFFAOYSA-N,-0.4022,33.6254,74.43,55.46560224,2.929586244,362.1908003,1,True,True,True,True
2540,lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.094,084057-84-1,154.0,298.15,Chadha. Renu; Saini. Anupam; Khullar. Sadhika; Jain. Dharamvir Singh; Mandal. Sanjay K.; Guru Row; Crystal Growth and Design; vol. 13; 2; (2013); p. 858 - 870;,G1,69.41256,5.50852654,155.755,254.424,33.17518198,-25.56086221,-7.614319767,-6.510142412,-1.257976491,5.252165921,PYZRQGJRPPTADH-UHFFFAOYSA-N,2.0098,64.1078,90.71,101.4022087,2.632549823,543.4177086,1,True,True,True,True
2541,CYTIDINE. 2'.3'-DIDEOXY-,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,211.22,007481-89-2,76400.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,94.60024,8.104515865,138.681,244.227,49.94957489,-37.58064245,-12.36893244,-6.509815876,-0.591906455,5.917909421,WREGKURFCTUGRC-POYBYMJQSA-N,-0.5046,53.1392,90.37,86.30874177,2.204299752,403.8341972,4,True,True,True,True
2543,BIPHENYL,C1=CC=C(C=C1)C2=CC=CC=C2,154.211,081846-81-3,7.381002517,298.15,OChem,G4,24.56008,0.000463614,134.945,223.28,-16.33163424,9.717143753,6.614490487,-6.509410426,-0.85362053,5.655789896,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,3.3536,51.878,0.0,72.48849733,2.45714948,297.4313205,1,True,True,True,True
2545,Benzoic acid. 3.4-dimethoxy-2-nitro-,COC1=C(C(=C(C=C1)C(=O)O)[N+](=O)[O-])OC,227.1732,079025-28-8,999.9012139,289.15,OChem,G4,69.53808,11.17383407,151.103,258.16,29.81318346,-11.92395417,-17.88922929,-6.50899137,-2.000402533,4.508588838,QZYYEGRMWJAHBY-UHFFFAOYSA-N,1.3102,53.1597,98.9,90.3620515,3.564460805,441.8705052,1,True,True,True,True
2548,NICOTINANILIDE,C1=CC=C(C=C1)NC(=O)C2=CN=CC=C2,198.23,001752-96-1,160.0,298.15,BEILSTEIN,G2,50.91928,2.72661882,151.459,251.102,27.32299546,-17.01815164,-10.30484382,-6.507413109,-1.433775197,5.073637912,NYQXIOZBHWFCBU-UHFFFAOYSA-N,2.3339,58.6322,41.99,87.7844717,2.116421993,439.694003,1,True,True,True,True
2549,3.6-dibromohexacyclo[10.10.2.02.7.09.23.013.18.020.24]tetracosa-1(22).2.4.6.9(23).10.12(24).13.15.17.20-undecaene-8.19-dione,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C(=O)C6=C(C=CC(=C56)Br)Br)C2=O,490.1498,001324-11-4,2.6,303.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/22649/4/9/?documentUUID=3d1efbaa-cacc-4944-93ee-211d8e698044,G5,49.74776,2.322400029,254.168,399.174,72.75887895,-52.0968667,-20.66201225,-6.507217187,-3.274630761,3.232586426,XMDMAACDNUUUHQ-UHFFFAOYSA-N,6.5736,124.284,34.14,174.8768901,2.077192658,1721.30301,1,True,True,True,True
2550,ETHOXYZOLAMIDE,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,258.31,000452-35-7,40.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,73.13632,8.18464597,166.401,277.166,47.16669424,-38.75663905,-8.410055193,-6.506479758,-1.579099039,4.927380719,OUZWUKMCLIBBOG-UHFFFAOYSA-N,1.3424,62.1622,82.28,96.91717495,2.541725149,618.7158481,1,True,True,True,True
2553,2-methyl-2-(phenoxy)propanoic acid,CC(C)(C(=O)O)OC1=CC=CC=C1,180.2,000943-45-3,1809.969867,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,44.81064,0.65417113,128.834,224.234,-12.70120025,9.228636424,3.472563824,-6.504185837,-0.115288824,6.388897013,ILPUOPPYSQEBNJ-UHFFFAOYSA-N,2.1989,49.6728,46.53,79.08719999,2.413340966,180.6088796,1,True,True,True,True
2554,O-HYDROXYBENZAMIDE,C1=CC=C(C(=C1)C(=O)N)O,137.14,000065-45-2,2060.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,48.03232,6.32599073,106.012,178.471,19.96965798,-8.618302389,-11.35135559,-6.503704195,-1.120414429,5.383289767,SKZKKFZAGNVIMN-UHFFFAOYSA-N,0.4911,36.6247,63.32,58.09199178,3.152941447,257.5379489,1,True,True,True,True
2555,2-fluorophenol,C1=CC=C(C(=C1)O)F,112.104,000367-12-4,37666.0,293.15,Sel'manchuk._N._N.;_Russian_Journal_of_Physical_Chemistry;_vol._55;_8;_(1981);_p._1229_-_1230,G1,22.46808,0.938476236,89.695,150.201,8.188964742,-0.827455631,-7.361509111,-6.503666099,-0.061417545,6.442248554,HFHFGHLXUCOHLN-UHFFFAOYSA-N,1.5313,28.0648,20.23,46.39117227,3.134861511,164.6383389,1,True,True,True,True
2558,3-METHOXYPHENYL  ISOTHIOCYANATE,COC1=CC=CC(=C1)N=C=S,165.2094,003125-64-2,44.466685,298.15,OChem,G4,27.02864,4.792425574,138.902,221.759,-23.26615314,24.85090152,-1.584748385,-6.502207568,-1.255145417,5.247062151,WHBYCPUKGYEYFU-UHFFFAOYSA-N,2.4295,47.68,21.59,70.52893531,2.998019766,291.8984617,1,True,True,True,True
2559,Ethyl 2-formamido (3-nitrophenyl) acrylate,CCOC(=O)/C(=C\C1=CC(=CC=C1)[N+](=O)[O-])/NC=O,264.2372,136986-61-3,894.9400805,298.15,OChem,G4,81.21144,9.612198814,179.698,307.08,-37.44830434,9.605779623,27.84252472,-6.501535447,-2.512050868,3.989484579,KGAVPMFRCZKWJU-YRNVUSSQSA-N,1.2448,66.9061,98.54,108.5708801,3.068092584,524.6059572,2,True,True,True,True
2560,5-chloro-N-[1-[4-(difluoromethoxy)phenyl]propyl]-6-methylpyrimidin-4-amine,CCC(C1=CC=C(C=C1)OC(F)F)NC2=NC=NC(=C2Cl)C,327.75,130339-07-0,33.0,293.15,OChem,G4,47.57208,3.753308176,205.614,350.388,-22.52216346,19.32743463,3.194728826,-6.501418438,-0.72092958,5.780488858,NEKULYKCZPJMMJ-UHFFFAOYSA-N,4.60302,81.5077,47.04,132.0502483,2.156825318,622.6846665,2,True,True,True,True
2561,PHENOXYACETIC ACID,C1=CC=C(C=C1)OCC(=O)O,152.15,000122-59-8,12000.0,283.15,CHIOU.CT ET AL. (1977),G2,50.04064,3.376888851,110.347,189.681,18.06162697,-17.23389286,-0.827734112,-6.501078295,-0.10333091,6.397747385,LCPDWSOZIOUXRV-UHFFFAOYSA-N,1.15,39.5728,46.53,64.23058843,2.453018744,230.3523034,1,True,True,True,True
2562,1-naphthalen-1-ylethanone,CC(=O)C1=CC=CC2=CC=CC=C21,170.2104,000941-98-0,87.667,298.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/19222/4/9/?documentUUID=95ccdfd7-8d4a-4085-9b9f-67e40a090fb4,G5,32.38416,4.42761106,129.279,216.708,20.81876729,-6.230746267,-14.58802102,-6.500917748,-1.904406972,4.596510776,QQLIGMASAVJVON-UHFFFAOYSA-N,3.0424,53.9525,17.07,77.00447398,2.830975658,452.1360595,1,True,True,True,True
2563,1.6-Naphthyridin-8-ol,C1=CC2=CN=CC(=C2N=C1)O,146.15,017057-00-0,3220.0,293.15,BEILSTEIN,G1,32.8444,5.75080094,107.065,177.423,9.716407941,-3.642647661,-6.07376028,-6.500583048,-1.73178547,4.768797578,WHFQWQIDXMOZBD-UHFFFAOYSA-N,1.3354,41.2028,46.01,63.34659737,2.913161164,381.2537713,1,True,True,True,True
2565,Glutaric acid. 3-hydroxy-3-(phenylcarbamoyl)-,C1=CC=C(C=C1)NC(=O)C(CC(=O)O)(CC(=O)O)O,267.2378,015119-64-9,86995.7202,293.15,OChem,G4,80.1236,3.196592874,164.405,288.205,14.53258091,3.663762361,-18.19634327,-6.500237463,-0.552006651,5.948230812,XIQLELWZTXRHIC-UHFFFAOYSA-N,0.3056,64.5271,123.93,108.0381855,2.879041176,468.2527923,1,True,True,True,True
2566,pteridine-4.7-diamine,C1=C(N=C2C(=N1)C(=NC=N2)N)N,162.154,000771-41-5,200.0,293.15,Journal_of_the_Chemical_Society;_(1956);_p._4621.4625;,G1,76.358,7.940849355,114.906,193.263,29.94266794,-13.11200696,-16.83066098,-6.500049704,-1.671597935,4.82845177,GHRVKGJJVOVIGD-UHFFFAOYSA-N,-0.4158,43.9528,103.6,67.67144097,2.863025794,425.3078662,1,True,True,True,True
2567,2-[2-(4-fluorophenyl)-2-oxo-1-phenylethyl]-4-methyl-3-oxo-N-phenylpentanamide,CC(C)C(=O)C(C(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)F)C(=O)NC3=CC=CC=C3,417.4789,125971-96-2,0.302,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/10271//?documentUUID=7a832fe4-628f-4149-8430-04b07d8860e2,G5,69.8728,2.938223335,275.031,470.318,-25.22800266,19.20104056,6.026962092,-6.499886436,-1.769904559,4.729981876,SNPBHOICIJUUFB-UHFFFAOYSA-N,5.2722,118.3202,63.24,180.6650923,2.079077159,1047.029779,4,True,True,True,True
2568,STYRENE,C=CC1=CC=CC=C1,104.152,000100-42-5,305.0,298.15,Lane. W.H.. Ind. Eng. Chem. Anal. Ed. 1946. 18. 295-6.,G3,18.86984,0.16516086,96.016,160.677,5.97140832,6.276300959,-12.24770928,-6.499829292,-0.909233556,5.590595736,PPBRXRYQALVLMV-UHFFFAOYSA-N,2.3296,36.533,0.0,49.47168432,2.991046915,162.6530014,1,True,True,True,True
2570,Endrocide (Endox) (Coumatetralyl),C1CC(C2=CC=CC=C2C1)C3=C(OC4=CC=CC=C4C3=O)O,292.3336,005836-29-3,3.998330914,293.15,OChem,G4,59.87304,7.515979252,187.04,320.372,26.36988447,-17.4168049,-8.953079567,-6.499592553,-1.321055238,5.178537315,KIGBUEKEZHTCDR-UHFFFAOYSA-N,3.9668,85.3718,50.44,127.3846718,1.980229267,907.9425134,2,True,True,True,True
2571,Alclofenac,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,226.6591,022131-79-9,168.0247121,298.15,OChem,G4,53.09496,6.012398659,155.535,262.507,5.548624303,0.049179498,-5.597803801,-6.49925241,-0.439673094,6.059579317,ARHWPKZXBHOEEE-UHFFFAOYSA-N,2.5319,58.4838,46.53,92.93907797,2.776717232,374.0958253,1,True,True,True,True
2572,3-fluoro-4-(3-hydroxypropylsulfanyl)benzenesulfonamide,C1=CC(=C(C=C1S(=O)(=O)N)F)SCCCO,265.32,108966-74-1,900.0,298.15,SHEPARD.KL ET AL. (1991),G2,81.3788,8.407854647,170.544,289.161,45.03711214,-40.45600529,-4.581106851,-6.499105469,-1.153209608,5.345895861,YPMIELKCFBCTRA-UHFFFAOYSA-N,0.9476,60.2,80.39,97.70977523,2.838973828,461.8219441,1,True,True,True,True
2574,[(S)-cyano-(3-phenoxyphenyl)methyl] (1R.3S)-3-(2.2-dichloroethenyl)-2.2-dimethylcyclopropane-1-carboxylate,CC1([C@@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,416.3,071697-59-1,0.115,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,61.33744,5.19466329,268.305,446.694,31.70973326,1.112727304,-32.82246056,-6.498144906,-0.747452531,5.750692375,KAATUXNTWXVJKI-GGPKGHCWSA-N,6.17798,107.954,59.32,173.830209,1.721481495,930.2980937,8,True,True,True,True
2575,5-nitro-1.3-dihydrobenzimidazol-2-one,C1=CC2=C(C=C1[N+](=O)[O-])NC(=O)N2,179.1348,000093-84-5,95.3,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/1875//?documentUUID=9ac2d52a-acdd-4dfa-83a1-8329afe04f7c,G5,70.12384,4.334530002,122.142,205.307,-47.31617961,35.46257008,11.85360953,-6.497404756,-2.310465823,4.186938933,DLJZIPVEVJOKHB-UHFFFAOYSA-N,0.7644,45.5738,91.79,71.35637388,2.743519994,525.0074434,1,True,True,True,True
2577,(2Z)-2-benzylidene-4-methyl-3-oxo-N-phenylpentanamide,CC(C)C(=O)/C(=C/C1=CC=CC=C1)/C(=O)NC2=CC=CC=C2,293.3646,125971-57-5,10.4,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/4803//?documentUUID=415a2ce7-697b-4c17-ab34-9f36269bbf9b,G5,59.87304,6.787814609,217.707,370.523,-17.03831477,16.3181608,0.720153973,-6.496855086,-2.113853662,4.383001424,SMUFHBOCNIUNPT-LGMDPLHJSA-N,3.9338,89.3357,46.17,130.2263955,2.303330188,673.0960757,2,True,True,True,True
2578,Isoxaben,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,332.3986,082558-50-7,1.419904665,293.15,OChem,G4,70.75144,7.92551811,215.412,381.504,-32.71791973,30.34180655,2.376113183,-6.494313541,-0.886155024,5.608158517,PMHURSZHKKJGBM-UHFFFAOYSA-N,4.0218,91.9362,73.59,141.6767846,2.2714881,682.5443653,1,True,True,True,True
2583,3-(2.4.6-Trimethylphenyl)-1-propene,CC1=CC(=C(C(=C1)C)CC=C)C,160.26,004810-05-3,246.0,293.15,Englin. B.A.; Plate. A.F.; Tugolukov. V.M. Pryanishnikova. M.A.. Khim. Tekhnol. Topl. Masel 1965. 10. 42-6.,G3,16.56864,0.742025597,128.798,226.397,-8.411205815,7.461604107,0.949601709,-6.493001952,0.124988926,6.617990878,HEIXPNNBTVAWDD-UHFFFAOYSA-N,3.34036,54.554,0.0,74.93145277,3.177320247,271.9017745,1,True,True,True,True
2584,DIBENZOFURAN,C1=CC=C2C(=C1)C3=CC=CC=C3O2,168.2,000132-64-9,3.1,298.15,LU.PY ET AL. (1978),G2,23.17936,1.097851848,125.541,207.387,13.91893873,-17.81234351,3.893404788,-6.49264004,-1.024422678,5.468217362,TXCDCPKCNAJMEE-UHFFFAOYSA-N,3.586,53.72,13.14,75.58906145,2.64243826,512.8841359,1,True,True,True,True
2585,Fluazifop-P-butyl,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,383.37,079241-46-6,2.0,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,50.58456,1.687188226,241.41,419.978,21.28321083,-12.41376382,-8.869447011,-6.491752948,-0.969479052,5.522273897,VAIZTNZGPYBOGF-CYBMUJFWSA-N,5.0033,91.712,57.65,154.6264462,1.899936571,730.1151369,2,True,True,True,True
2586,ethofumesate,CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C,286.3422,026225-79-6,109.8715768,298.15,OChem,G4,60.83536,3.52590991,183.789,323.083,46.86789422,-34.87651207,-11.99138214,-6.491020962,-0.35989716,6.131123802,IRCMYGHHKLLGHV-UHFFFAOYSA-N,2.0576,70.9818,61.83,113.1552047,2.351348551,576.6964147,2,True,True,True,True
2587,1.8-bis(phenylsulfanyl)anthracene-9.10-dione,C1=CC=C(C=C1)SC2=CC=CC3=C2C(=O)C4=C(C3=O)C=CC=C4SC5=CC=CC=C5,424.5312,013676-91-0,1.29,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/11269//?documentUUID=f33f7143-c6a0-463d-a47c-17630ce6b0a8,G5,56.6932,0.3039067,286.542,461.132,88.09941431,-60.56385876,-27.53555554,-6.490218225,-2.957626114,3.532592111,CNRPDCKHCGUKDK-UHFFFAOYSA-N,6.7644,120.879,34.14,182.8960031,1.621491385,1167.974292,1,True,True,True,True
2588,5-ETHYL-5-(P-HYDROXYPHENYL)BARBITURIC ACID,CCC1(C(=O)NC(=O)NC1=O)C1=CC=C(O)C=C1,248.2378,000379-34-0,1239.846481,310.15,OChem,G4,74.60072,2.773122429,154.579,269.596,25.28423866,-8.779805491,-16.50443317,-6.489739305,-1.294529565,5.19520974,IEPXMKJNWPXDBP-UHFFFAOYSA-N,0.406,61.7572,95.5,102.9937491,2.528844804,501.3838775,1,True,True,True,True
